RecipeID,Recipe Name,Tier,Recipe Summary,Brew Summary,Amount of Ingredients,Amount of Potions,Total Magimin,Rarity,Stars,Cost,Value,Profit,Profit Ratio,Unique ingredient string,Unique Ingredient ID's,,,,,,,,,,,,,,count unique ingredients,,,,,,,,,,,,,
perf3378,Thunder Tonic,2,"4x Cosmic Cassava
4x Feathered Gelatin
4x Glass Ore",6x Superior Thunder Tonic 1*,12,6,528,Superior,1,672,3806,3134,4.664,"32,67,78",32,67,78,,,,,,,,,,,,4,4,4,0,0,0,0,0,0,0,0,0,0,0
perf3379,Health Potion,1,"1x Cosmic Cassava
1x Horned Jelly
1x Pegasus Mite",1x Greater Health Potion 3*,3,1,228,Greater,3,236,115,-121,-0.511,"32,91,137",32,91,137,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0
perf3380,Health Potion,1,"2x Cosmic Cassava
2x Horned Jelly
2x Pegasus Mite",3x Grand Health Potion 5*,6,3,456,Grand,5,472,985,513,1.087,"32,91,137",32,91,137,,,,,,,,,,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0
perf3381,Health Potion,1,"3x Cosmic Cassava
3x Horned Jelly
3x Pegasus Mite",4x Superior Health Potion 5*,9,4,684,Superior,5,708,2956,2248,3.175,"32,91,137",32,91,137,,,,,,,,,,,,3,3,3,0,0,0,0,0,0,0,0,0,0,0
perf3382,Health Potion,1,"4x Cosmic Cassava
4x Horned Jelly
4x Pegasus Mite",6x Masterwork Health Potion 2*,12,6,912,Masterwork,2,944,7006,6062,6.422,"32,91,137",32,91,137,,,,,,,,,,,,4,4,4,0,0,0,0,0,0,0,0,0,0,0
perf3383,Health Potion,1,"1x Cosmic Cassava
1x Leech Snail's Shell
1x Pandemonium Shroom",1x Greater Health Potion 0*,3,1,156,Greater,0,180,81,-99,-0.550,"32,102,136",32,102,136,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0
perf3384,Health Potion,1,"2x Cosmic Cassava
2x Leech Snail's Shell
2x Pandemonium Shroom",3x Grand Health Potion 0*,6,3,312,Grand,0,360,547,187,0.519,"32,102,136",32,102,136,,,,,,,,,,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0
perf3385,Health Potion,1,"3x Cosmic Cassava
3x Leech Snail's Shell
3x Pandemonium Shroom",4x Grand Health Potion 5*,9,4,468,Grand,5,540,1314,774,1.433,"32,102,136",32,102,136,,,,,,,,,,,,3,3,3,0,0,0,0,0,0,0,0,0,0,0
perf3386,Health Potion,1,"4x Cosmic Cassava
4x Leech Snail's Shell
4x Pandemonium Shroom",6x Superior Health Potion 4*,12,6,624,Superior,4,720,3941,3221,4.474,"32,102,136",32,102,136,,,,,,,,,,,,4,4,4,0,0,0,0,0,0,0,0,0,0,0
perf3387,Mana Potion,1,"1x Cosmic Cassava
1x Liquid Metal Ore
1x Nether Ore",1x Greater Mana Potion 3*,3,1,220,Greater,3,295,144,-151,-0.511,"32,105,129",32,105,129,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0
perf3388,Mana Potion,1,"2x Cosmic Cassava
2x Liquid Metal Ore
2x Nether Ore",3x Grand Mana Potion 5*,6,3,440,Grand,5,590,1232,642,1.087,"32,105,129",32,105,129,,,,,,,,,,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0
perf3389,Mana Potion,1,"3x Cosmic Cassava
3x Liquid Metal Ore
3x Nether Ore",4x Superior Mana Potion 5*,9,4,660,Superior,5,885,3695,2810,3.175,"32,105,129",32,105,129,,,,,,,,,,,,3,3,3,0,0,0,0,0,0,0,0,0,0,0
perf3390,Mana Potion,1,"4x Cosmic Cassava
4x Liquid Metal Ore
4x Nether Ore",6x Masterwork Mana Potion 2*,12,6,880,Masterwork,2,1180,8758,7578,6.422,"32,105,129",32,105,129,,,,,,,,,,,,4,4,4,0,0,0,0,0,0,0,0,0,0,0
perf3391,Mana Potion,1,"1x Cosmic Cassava
1x Nether Ore
1x Rotfly Mutant",1x Common Mana Potion 5*,3,1,132,Common,5,207,81,-126,-0.608,"32,129,156",32,129,156,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0
perf3392,Mana Potion,1,"2x Cosmic Cassava
2x Nether Ore
2x Rotfly Mutant",3x Greater Mana Potion 5*,6,3,264,Greater,5,414,547,133,0.322,"32,129,156",32,129,156,,,,,,,,,,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0
perf3393,Mana Potion,1,"3x Cosmic Cassava
3x Nether Ore
3x Rotfly Mutant",4x Grand Mana Potion 3*,9,4,396,Grand,3,621,1297,676,1.089,"32,129,156",32,129,156,,,,,,,,,,,,3,3,3,0,0,0,0,0,0,0,0,0,0,0
perf3394,Mana Potion,1,"4x Cosmic Cassava
4x Nether Ore
4x Rotfly Mutant",6x Superior Mana Potion 1*,12,6,528,Superior,1,828,3460,2632,3.179,"32,129,156",32,129,156,,,,,,,,,,,,4,4,4,0,0,0,0,0,0,0,0,0,0,0
perf3395,Mana Potion,1,"1x Cosmic Cassava
1x Nightmare Pomme
1x Yeti Antler",1x Greater Mana Potion 2*,3,1,198,Greater,2,258,128,-130,-0.503,"32,130,200",32,130,200,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0
perf3396,Mana Potion,1,"2x Cosmic Cassava
2x Nightmare Pomme
2x Yeti Antler",3x Grand Mana Potion 3*,6,3,396,Grand,3,516,973,457,0.886,"32,130,200",32,130,200,,,,,,,,,,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0
perf3397,Mana Potion,1,"3x Cosmic Cassava
3x Nightmare Pomme
3x Yeti Antler",4x Superior Mana Potion 3*,9,4,594,Superior,3,774,2919,2145,2.772,"32,130,200",32,130,200,,,,,,,,,,,,3,3,3,0,0,0,0,0,0,0,0,0,0,0
perf3398,Mana Potion,1,"4x Cosmic Cassava
4x Nightmare Pomme
4x Yeti Antler",6x Masterwork Mana Potion 0*,12,6,792,Masterwork,0,1032,6920,5888,5.705,"32,130,200",32,130,200,,,,,,,,,,,,4,4,4,0,0,0,0,0,0,0,0,0,0,0
perf3399,Health Potion,1,"1x Cosmic Cassava
1x Pandemonium Shroom
1x River-Pixie's Shell",1x Common Health Potion 5*,3,1,140,Common,5,165,65,-100,-0.607,"32,136,150",32,136,150,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0
perf3400,Health Potion,1,"2x Cosmic Cassava
2x Pandemonium Shroom
2x River-Pixie's Shell",3x Greater Health Potion 5*,6,3,280,Greater,5,330,438,108,0.327,"32,136,150",32,136,150,,,,,,,,,,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0
perf3401,Health Potion,1,"3x Cosmic Cassava
3x Pandemonium Shroom
3x River-Pixie's Shell",4x Grand Health Potion 4*,9,4,420,Grand,4,495,1168,673,1.359,"32,136,150",32,136,150,,,,,,,,,,,,3,3,3,0,0,0,0,0,0,0,0,0,0,0
perf3402,Health Potion,1,"4x Cosmic Cassava
4x Pandemonium Shroom
4x River-Pixie's Shell",6x Superior Health Potion 2*,12,6,560,Superior,2,660,3114,2454,3.718,"32,136,150",32,136,150,,,,,,,,,,,,4,4,4,0,0,0,0,0,0,0,0,0,0,0
perf3403,Health Potion,1,"1x Cosmic Cassava
1x Pandemonium Shroom
1x Scimitar Crab's Shell",1x Greater Health Potion 2*,3,1,196,Greater,2,230,103,-127,-0.554,"32,136,163",32,136,163,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0
perf3404,Health Potion,1,"2x Cosmic Cassava
2x Pandemonium Shroom
2x Scimitar Crab's Shell",3x Grand Health Potion 3*,6,3,392,Grand,3,460,778,318,0.692,"32,136,163",32,136,163,,,,,,,,,,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0
perf3405,Health Potion,1,"3x Cosmic Cassava
3x Pandemonium Shroom
3x Scimitar Crab's Shell",4x Superior Health Potion 3*,9,4,588,Superior,3,690,2335,1645,2.385,"32,136,163",32,136,163,,,,,,,,,,,,3,3,3,0,0,0,0,0,0,0,0,0,0,0
perf3406,Health Potion,1,"4x Cosmic Cassava
4x Pandemonium Shroom
4x Scimitar Crab's Shell",6x Masterwork Health Potion 0*,12,6,784,Masterwork,0,920,5536,4616,5.017,"32,136,163",32,136,163,,,,,,,,,,,,4,4,4,0,0,0,0,0,0,0,0,0,0,0
perf3407,Health Potion,1,"1x Cosmic Cassava
1x Pandemonium Shroom
1x Slapping Turtle's Shell",1x Greater Health Potion 1*,3,1,172,Greater,1,200,91,-109,-0.544,"32,136,175",32,136,175,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0
perf3408,Health Potion,1,"2x Cosmic Cassava
2x Pandemonium Shroom
2x Slapping Turtle's Shell",3x Grand Health Potion 1*,6,3,344,Grand,1,400,615,215,0.538,"32,136,175",32,136,175,,,,,,,,,,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0
perf3409,Health Potion,1,"3x Cosmic Cassava
3x Pandemonium Shroom
3x Slapping Turtle's Shell",4x Superior Health Potion 1*,9,4,516,Superior,1,600,1845,1245,2.075,"32,136,175",32,136,175,,,,,,,,,,,,3,3,3,0,0,0,0,0,0,0,0,0,0,0
perf3410,Health Potion,1,"4x Cosmic Cassava
4x Pandemonium Shroom
4x Slapping Turtle's Shell",6x Superior Health Potion 5*,12,6,688,Superior,5,800,4434,3634,4.542,"32,136,175",32,136,175,,,,,,,,,,,,4,4,4,0,0,0,0,0,0,0,0,0,0,0
perf3411,Health Potion,1,"1x Cosmic Cassava
1x Pandemonium Shroom
1x Space Nautilus's Shell",1x Greater Health Potion 3*,3,1,220,Greater,3,256,115,-141,-0.549,"32,136,179",32,136,179,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0
perf3412,Health Potion,1,"2x Cosmic Cassava
2x Pandemonium Shroom
2x Space Nautilus's Shell",3x Grand Health Potion 5*,6,3,440,Grand,5,512,985,473,0.924,"32,136,179",32,136,179,,,,,,,,,,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0
perf3413,Health Potion,1,"3x Cosmic Cassava
3x Pandemonium Shroom
3x Space Nautilus's Shell",4x Superior Health Potion 5*,9,4,660,Superior,5,768,2956,2188,2.849,"32,136,179",32,136,179,,,,,,,,,,,,3,3,3,0,0,0,0,0,0,0,0,0,0,0
perf3414,Health Potion,1,"4x Cosmic Cassava
4x Pandemonium Shroom
4x Space Nautilus's Shell",6x Masterwork Health Potion 2*,12,6,880,Masterwork,2,1024,7006,5982,5.842,"32,136,179",32,136,179,,,,,,,,,,,,4,4,4,0,0,0,0,0,0,0,0,0,0,0
perf3415,Insight Enhancer,3,"1x Cosmic Cassava
1x Pandemonium Shroom
1x Stalking Mold",1x Greater Insight Enhancer 3*,3,1,220,Greater,3,277,173,-104,-0.375,"32,136,185",32,136,185,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0
perf3416,Insight Enhancer,3,"2x Cosmic Cassava
2x Pandemonium Shroom
2x Stalking Mold",3x Grand Insight Enhancer 5*,6,3,440,Grand,5,554,1478,924,1.668,"32,136,185",32,136,185,,,,,,,,,,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0
perf3417,Insight Enhancer,3,"3x Cosmic Cassava
3x Pandemonium Shroom
3x Stalking Mold",4x Superior Insight Enhancer 5*,9,4,660,Superior,5,831,4434,3603,4.335,"32,136,185",32,136,185,,,,,,,,,,,,3,3,3,0,0,0,0,0,0,0,0,0,0,0
perf3418,Insight Enhancer,3,"4x Cosmic Cassava
4x Pandemonium Shroom
4x Stalking Mold",6x Masterwork Insight Enhancer 2*,12,6,880,Masterwork,2,1108,10509,9401,8.485,"32,136,185",32,136,185,,,,,,,,,,,,4,4,4,0,0,0,0,0,0,0,0,0,0,0
perf3419,Health Potion,1,"1x Cosmic Cassava
1x Pegasus Mite
1x Puckberry",1x Greater Health Potion 3*,3,1,228,Greater,3,232,115,-117,-0.503,"32,137,144",32,137,144,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0
perf3420,Health Potion,1,"2x Cosmic Cassava
2x Pegasus Mite
2x Puckberry",3x Grand Health Potion 5*,6,3,456,Grand,5,464,985,521,1.123,"32,137,144",32,137,144,,,,,,,,,,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0
perf3421,Health Potion,1,"3x Cosmic Cassava
3x Pegasus Mite
3x Puckberry",4x Superior Health Potion 5*,9,4,684,Superior,5,696,2956,2260,3.247,"32,137,144",32,137,144,,,,,,,,,,,,3,3,3,0,0,0,0,0,0,0,0,0,0,0
perf3422,Health Potion,1,"4x Cosmic Cassava
4x Pegasus Mite
4x Puckberry",6x Masterwork Health Potion 2*,12,6,912,Masterwork,2,928,7006,6078,6.550,"32,137,144",32,137,144,,,,,,,,,,,,4,4,4,0,0,0,0,0,0,0,0,0,0,0
perf3423,Alertness Enhancer,2,"1x Cosmic Cassava
1x Yeti Antler
1x Winged Gelatin",1x Greater Alertness Enhancer 3*,3,1,220,Greater,3,289,187,-102,-0.352,"32,200,202",32,200,202,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0
perf3424,Alertness Enhancer,2,"2x Cosmic Cassava
2x Yeti Antler
2x Winged Gelatin",3x Grand Alertness Enhancer 5*,6,3,440,Grand,5,578,1601,1023,1.770,"32,200,202",32,200,202,,,,,,,,,,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0
perf3425,Alertness Enhancer,2,"3x Cosmic Cassava
3x Yeti Antler
3x Winged Gelatin",4x Superior Alertness Enhancer 5*,9,4,660,Superior,5,867,4803,3936,4.540,"32,200,202",32,200,202,,,,,,,,,,,,3,3,3,0,0,0,0,0,0,0,0,0,0,0
perf3426,Alertness Enhancer,2,"4x Cosmic Cassava
4x Yeti Antler
4x Winged Gelatin",6x Masterwork Alertness Enhancer 2*,12,6,880,Masterwork,2,1156,11385,10229,8.849,"32,200,202",32,200,202,,,,,,,,,,,,4,4,4,0,0,0,0,0,0,0,0,0,0,0
perf3427,Thunder Tonic,2,"1x Cosmic Cassava
1x Widowmaker Pepper
1x Winged Gelatin",1x Greater Thunder Tonic 3*,3,1,220,Greater,3,311,159,-152,-0.490,"32,201,202",32,201,202,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0
perf3428,Thunder Tonic,2,"2x Cosmic Cassava
2x Widowmaker Pepper
2x Winged Gelatin",3x Grand Thunder Tonic 5*,6,3,440,Grand,5,622,1355,733,1.178,"32,201,202",32,201,202,,,,,,,,,,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0
perf3429,Thunder Tonic,2,"3x Cosmic Cassava
3x Widowmaker Pepper
3x Winged Gelatin",4x Superior Thunder Tonic 5*,9,4,660,Superior,5,933,4064,3131,3.356,"32,201,202",32,201,202,,,,,,,,,,,,3,3,3,0,0,0,0,0,0,0,0,0,0,0
perf3430,Thunder Tonic,2,"4x Cosmic Cassava
4x Widowmaker Pepper
4x Winged Gelatin",6x Masterwork Thunder Tonic 2*,12,6,880,Masterwork,2,1244,9634,8390,6.744,"32,201,202",32,201,202,,,,,,,,,,,,4,4,4,0,0,0,0,0,0,0,0,0,0,0
perf3431,Curse Cure,4,"2x Crag Crab
1x Griffin's-Whetstone Diamond",1x Common Curse Cure 4*,3,1,128,Common,4,236,90,-146,-0.618,"35,82",35,82,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0
perf3432,Curse Cure,4,"4x Crag Crab
2x Griffin's-Whetstone Diamond",3x Greater Curse Cure 4*,6,3,256,Greater,4,472,608,136,0.289,"35,82",35,82,,,,,,,,,,,,,4,2,0,0,0,0,0,0,0,0,0,0,0,0
perf3433,Curse Cure,4,"6x Crag Crab
3x Griffin's-Whetstone Diamond",4x Grand Curse Cure 3*,9,4,384,Grand,3,708,1622,914,1.291,"35,82",35,82,,,,,,,,,,,,,6,3,0,0,0,0,0,0,0,0,0,0,0,0
perf3434,Curse Cure,4,"8x Crag Crab
4x Griffin's-Whetstone Diamond",6x Superior Curse Cure 1*,12,6,512,Superior,1,944,4325,3381,3.581,"35,82",35,82,,,,,,,,,,,,,8,4,0,0,0,0,0,0,0,0,0,0,0,0
perf3435,Tolerance Potion,4,"2x Crag Crab
1x Rottermelon",1x Common Tolerance Potion 4*,3,1,128,Common,4,218,101,-117,-0.537,"35,157",35,157,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0
perf3436,Tolerance Potion,4,"4x Crag Crab
2x Rottermelon",3x Greater Tolerance Potion 4*,6,3,256,Greater,4,436,681,245,0.562,"35,157",35,157,,,,,,,,,,,,,4,2,0,0,0,0,0,0,0,0,0,0,0,0
perf3437,Tolerance Potion,4,"6x Crag Crab
3x Rottermelon",4x Grand Tolerance Potion 3*,9,4,384,Grand,3,654,1816,1162,1.777,"35,157",35,157,,,,,,,,,,,,,6,3,0,0,0,0,0,0,0,0,0,0,0,0
perf3438,Tolerance Potion,4,"8x Crag Crab
4x Rottermelon",6x Superior Tolerance Potion 1*,12,6,512,Superior,1,872,4844,3972,4.555,"35,157",35,157,,,,,,,,,,,,,8,4,0,0,0,0,0,0,0,0,0,0,0,0
perf3439,Radiation Tonic,4,"2x Crag Crab
1x Silver Stag Antler",1x Common Radiation Tonic 4*,3,1,128,Common,4,222,94,-128,-0.578,"35,173",35,173,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0
perf3440,Radiation Tonic,4,"4x Crag Crab
2x Silver Stag Antler",3x Greater Radiation Tonic 4*,6,3,256,Greater,4,444,633,189,0.425,"35,173",35,173,,,,,,,,,,,,,4,2,0,0,0,0,0,0,0,0,0,0,0,0
perf3441,Radiation Tonic,4,"6x Crag Crab
3x Silver Stag Antler",4x Grand Radiation Tonic 3*,9,4,384,Grand,3,666,1687,1021,1.533,"35,173",35,173,,,,,,,,,,,,,6,3,0,0,0,0,0,0,0,0,0,0,0,0
perf3442,Radiation Tonic,4,"8x Crag Crab
4x Silver Stag Antler",6x Superior Radiation Tonic 1*,12,6,512,Superior,1,888,4498,3610,4.065,"35,173",35,173,,,,,,,,,,,,,8,4,0,0,0,0,0,0,0,0,0,0,0,0
perf3443,Shadow Tonic,2,"1x Crag Crab
1x Desert Metal
1x Giantstool Mushroom",1x Common Shadow Tonic 0*,3,1,64,Common,0,140,54,-86,-0.614,"35,45,77",35,45,77,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0
perf3444,Shadow Tonic,2,"2x Crag Crab
2x Desert Metal
2x Giantstool Mushroom",3x Common Shadow Tonic 4*,6,3,128,Common,4,280,259,-21,-0.073,"35,45,77",35,45,77,,,,,,,,,,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0
perf3445,Shadow Tonic,2,"3x Crag Crab
3x Desert Metal
3x Giantstool Mushroom",4x Greater Shadow Tonic 1*,9,4,192,Greater,1,420,547,127,0.302,"35,45,77",35,45,77,,,,,,,,,,,,3,3,3,0,0,0,0,0,0,0,0,0,0,0
perf3446,Shadow Tonic,2,"4x Crag Crab
4x Desert Metal
4x Giantstool Mushroom",6x Greater Shadow Tonic 4*,12,6,256,Greater,4,560,1168,608,1.085,"35,45,77",35,45,77,,,,,,,,,,,,4,4,4,0,0,0,0,0,0,0,0,0,0,0
perf3447,Shadow Tonic,2,"1x Crag Crab
2x Eye of Newt",1x Common Shadow Tonic 0*,3,1,64,Common,0,143,54,-89,-0.622,"35,63",35,63,,,,,,,,,,,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0
perf3448,Shadow Tonic,2,"2x Crag Crab
4x Eye of Newt",3x Common Shadow Tonic 4*,6,3,128,Common,4,286,259,-27,-0.093,"35,63",35,63,,,,,,,,,,,,,2,4,0,0,0,0,0,0,0,0,0,0,0,0
perf3449,Shadow Tonic,2,"3x Crag Crab
6x Eye of Newt",4x Greater Shadow Tonic 1*,9,4,192,Greater,1,429,547,118,0.274,"35,63",35,63,,,,,,,,,,,,,3,6,0,0,0,0,0,0,0,0,0,0,0,0
perf3450,Shadow Tonic,2,"4x Crag Crab
8x Eye of Newt",6x Greater Shadow Tonic 4*,12,6,256,Greater,4,572,1168,596,1.041,"35,63",35,63,,,,,,,,,,,,,4,8,0,0,0,0,0,0,0,0,0,0,0,0
perf3451,Stamina Potion,2,"1x Crag Crab
1x Fairy Flower Bloom
1x Fairy Flower Bud",1x Common Stamina Potion 0*,3,1,64,Common,0,133,50,-83,-0.628,"35,64,65",35,64,65,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0
perf3452,Stamina Potion,2,"2x Crag Crab
2x Fairy Flower Bloom
2x Fairy Flower Bud",3x Common Stamina Potion 4*,6,3,128,Common,4,266,238,-28,-0.106,"35,64,65",35,64,65,,,,,,,,,,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0
perf3453,Stamina Potion,2,"3x Crag Crab
3x Fairy Flower Bloom
3x Fairy Flower Bud",4x Greater Stamina Potion 1*,9,4,192,Greater,1,399,501,102,0.256,"35,64,65",35,64,65,,,,,,,,,,,,3,3,3,0,0,0,0,0,0,0,0,0,0,0
perf3454,Stamina Potion,2,"4x Crag Crab
4x Fairy Flower Bloom
4x Fairy Flower Bud",6x Greater Stamina Potion 4*,12,6,256,Greater,4,532,1070,538,1.012,"35,64,65",35,64,65,,,,,,,,,,,,4,4,4,0,0,0,0,0,0,0,0,0,0,0
perf3455,Stamina Potion,2,"1x Crag Crab
1x Fairy Flower Bud
1x Sea Salt",1x Common Stamina Potion 1*,3,1,84,Common,1,153,56,-97,-0.636,"35,65,164",35,65,164,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0
perf3456,Stamina Potion,2,"2x Crag Crab
2x Fairy Flower Bud
2x Sea Salt",3x Greater Stamina Potion 0*,6,3,168,Greater,0,306,334,28,0.092,"35,65,164",35,65,164,,,,,,,,,,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0
perf3457,Stamina Potion,2,"3x Crag Crab
3x Fairy Flower Bud
3x Sea Salt",4x Greater Stamina Potion 4*,9,4,252,Greater,4,459,714,255,0.555,"35,65,164",35,65,164,,,,,,,,,,,,3,3,3,0,0,0,0,0,0,0,0,0,0,0
perf3458,Stamina Potion,2,"4x Crag Crab
4x Fairy Flower Bud
4x Sea Salt",6x Grand Stamina Potion 1*,12,6,336,Grand,1,612,1692,1080,1.764,"35,65,164",35,65,164,,,,,,,,,,,,4,4,4,0,0,0,0,0,0,0,0,0,0,0
perf3459,Shadow Tonic,2,"1x Crag Crab
1x Giantstool Mushroom
1x Trollstool Mushroom",1x Common Shadow Tonic 0*,3,1,64,Common,0,135,54,-81,-0.600,"35,77,193",35,77,193,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0
perf3460,Shadow Tonic,2,"2x Crag Crab
2x Giantstool Mushroom
2x Trollstool Mushroom",3x Common Shadow Tonic 4*,6,3,128,Common,4,270,259,-11,-0.039,"35,77,193",35,77,193,,,,,,,,,,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0
perf3461,Shadow Tonic,2,"3x Crag Crab
3x Giantstool Mushroom
3x Trollstool Mushroom",4x Greater Shadow Tonic 1*,9,4,192,Greater,1,405,547,142,0.350,"35,77,193",35,77,193,,,,,,,,,,,,3,3,3,0,0,0,0,0,0,0,0,0,0,0
perf3462,Shadow Tonic,2,"4x Crag Crab
4x Giantstool Mushroom
4x Trollstool Mushroom",6x Greater Shadow Tonic 4*,12,6,256,Greater,4,540,1168,628,1.162,"35,77,193",35,77,193,,,,,,,,,,,,4,4,4,0,0,0,0,0,0,0,0,0,0,0
perf3463,Curse Cure,4,"1x Crag Crab
1x Golem's-Eye Diamond
1x Pixiedust Diamond",1x Common Curse Cure 0*,3,1,64,Common,0,117,56,-61,-0.519,"35,80,141",35,80,141,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0
perf3464,Curse Cure,4,"2x Crag Crab
2x Golem's-Eye Diamond
2x Pixiedust Diamond",3x Common Curse Cure 4*,6,3,128,Common,4,234,270,36,0.155,"35,80,141",35,80,141,,,,,,,,,,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0
perf3465,Curse Cure,4,"3x Crag Crab
3x Golem's-Eye Diamond
3x Pixiedust Diamond",4x Greater Curse Cure 1*,9,4,192,Greater,1,351,570,219,0.623,"35,80,141",35,80,141,,,,,,,,,,,,3,3,3,0,0,0,0,0,0,0,0,0,0,0
perf3466,Curse Cure,4,"4x Crag Crab
4x Golem's-Eye Diamond
4x Pixiedust Diamond",6x Greater Curse Cure 4*,12,6,256,Greater,4,468,1216,748,1.599,"35,80,141",35,80,141,,,,,,,,,,,,4,4,4,0,0,0,0,0,0,0,0,0,0,0
perf3467,Insight Enhancer,3,"1x Crag Crab
2x Lazuli Ore",1x Grand Insight Enhancer 1*,3,1,320,Grand,1,423,308,-115,-0.273,"35,101",35,101,,,,,,,,,,,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0
perf3468,Insight Enhancer,3,"2x Crag Crab
4x Lazuli Ore",3x Superior Insight Enhancer 4*,6,3,640,Superior,4,846,2956,2110,2.494,"35,101",35,101,,,,,,,,,,,,,2,4,0,0,0,0,0,0,0,0,0,0,0,0
perf3469,Insight Enhancer,3,"3x Crag Crab
6x Lazuli Ore",4x Masterwork Insight Enhancer 3*,9,4,960,Masterwork,3,1269,7882,6613,5.211,"35,101",35,101,,,,,,,,,,,,,3,6,0,0,0,0,0,0,0,0,0,0,0,0
perf3470,Insight Enhancer,3,"4x Crag Crab
8x Lazuli Ore",6x Masterwork Insight Enhancer 5*,12,6,1280,Masterwork,5,1692,14964,13272,7.844,"35,101",35,101,,,,,,,,,,,,,4,8,0,0,0,0,0,0,0,0,0,0,0,0
perf3471,Tolerance Potion,4,"1x Crag Crab
1x Murkwater Pearl
1x Shadowveil Pearl",1x Common Tolerance Potion 0*,3,1,64,Common,0,140,63,-77,-0.550,"35,126,169",35,126,169,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0
perf3472,Tolerance Potion,4,"2x Crag Crab
2x Murkwater Pearl
2x Shadowveil Pearl",3x Common Tolerance Potion 4*,6,3,128,Common,4,280,303,23,0.081,"35,126,169",35,126,169,,,,,,,,,,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0
perf3473,Tolerance Potion,4,"3x Crag Crab
3x Murkwater Pearl
3x Shadowveil Pearl",4x Greater Tolerance Potion 1*,9,4,192,Greater,1,420,638,218,0.519,"35,126,169",35,126,169,,,,,,,,,,,,3,3,3,0,0,0,0,0,0,0,0,0,0,0
perf3474,Tolerance Potion,4,"4x Crag Crab
4x Murkwater Pearl
4x Shadowveil Pearl",6x Greater Tolerance Potion 4*,12,6,256,Greater,4,560,1362,802,1.433,"35,126,169",35,126,169,,,,,,,,,,,,4,4,4,0,0,0,0,0,0,0,0,0,0,0
perf3475,Petrification Cure,3,"1x Crag Crab
1x Ogre's Shadow
1x Rotfly Matriarch",1x Common Petrification Cure 4*,3,1,128,Common,4,214,79,-135,-0.629,"35,132,155",35,132,155,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0
perf3476,Petrification Cure,3,"2x Crag Crab
2x Ogre's Shadow
2x Rotfly Matriarch",3x Greater Petrification Cure 4*,6,3,256,Greater,4,428,535,107,0.250,"35,132,155",35,132,155,,,,,,,,,,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0
perf3477,Petrification Cure,3,"3x Crag Crab
3x Ogre's Shadow
3x Rotfly Matriarch",4x Grand Petrification Cure 3*,9,4,384,Grand,3,642,1427,785,1.223,"35,132,155",35,132,155,,,,,,,,,,,,3,3,3,0,0,0,0,0,0,0,0,0,0,0
